date,store_id,fuel_grade,retail_price,competitor_price,margin_per_gallon,price_gap_vs_competitor,recommendation
2026-01-01,store_1,Regular,2.72,2.67,0.22999999999999998,0.050000000000000266,Reduce by $0.02
2026-01-01,store_1,Midgrade,3.02,3.03,0.14000000000000012,-0.009999999999999787,Hold or increase by $0.01
2026-01-01,store_1,Premium,3.45,3.48,0.26000000000000023,-0.029999999999999805,Hold or increase by $0.01
2026-01-01,store_1,Diesel,3.21,3.18,0.20999999999999996,0.029999999999999805,Review price
2026-01-01,store_2,Regular,2.78,2.75,0.21999999999999975,0.029999999999999805,Review price
2026-01-01,store_2,Midgrade,3.34,3.3,0.1299999999999999,0.040000000000000036,Reduce by $0.02
2026-01-01,store_2,Premium,3.74,3.7,0.15000000000000036,0.040000000000000036,Reduce by $0.02
2026-01-01,store_2,Diesel,3.59,3.6,0.16999999999999993,-0.010000000000000231,Hold or increase by $0.01
2026-01-01,store_3,Regular,2.85,2.86,0.28000000000000025,-0.009999999999999787,Hold or increase by $0.01
2026-01-01,store_3,Midgrade,3.16,3.21,0.18999999999999995,-0.04999999999999982,Hold or increase by $0.01
2026-01-01,store_3,Premium,3.63,3.64,0.1599999999999997,-0.010000000000000231,Hold or increase by $0.01
2026-01-01,store_3,Diesel,3.41,3.35,0.29000000000000004,0.06000000000000005,Reduce by $0.02
2026-01-02,store_1,Regular,3.07,3.01,0.25,0.06000000000000005,Reduce by $0.02
2026-01-02,store_1,Midgrade,3.36,3.36,0.19999999999999973,0.0,Hold
2026-01-02,store_1,Premium,3.7,3.73,0.16000000000000014,-0.029999999999999805,Hold or increase by $0.01
2026-01-02,store_1,Diesel,3.44,3.48,0.2799999999999998,-0.040000000000000036,Hold or increase by $0.01
2026-01-02,store_2,Regular,2.88,2.92,0.1299999999999999,-0.040000000000000036,Hold or increase by $0.01
2026-01-02,store_2,Midgrade,3.23,3.29,0.16999999999999993,-0.06000000000000005,Hold or increase by $0.01
2026-01-02,store_2,Premium,3.83,3.83,0.1299999999999999,0.0,Hold
2026-01-02,store_2,Diesel,3.25,3.31,0.1299999999999999,-0.06000000000000005,Hold or increase by $0.01
2026-01-02,store_3,Regular,2.87,2.9,0.18999999999999995,-0.029999999999999805,Hold or increase by $0.01
2026-01-02,store_3,Midgrade,3.37,3.4,0.25,-0.029999999999999805,Hold or increase by $0.01
2026-01-02,store_3,Premium,3.82,3.79,0.1599999999999997,0.029999999999999805,Review price
2026-01-02,store_3,Diesel,3.51,3.46,0.2999999999999998,0.04999999999999982,Reduce by $0.02
2026-01-03,store_1,Regular,2.8,2.77,0.1499999999999999,0.029999999999999805,Review price
2026-01-03,store_1,Midgrade,3.23,3.28,0.22999999999999998,-0.04999999999999982,Hold or increase by $0.01
2026-01-03,store_1,Premium,3.84,3.88,0.25,-0.040000000000000036,Hold or increase by $0.01
2026-01-03,store_1,Diesel,3.21,3.17,0.22999999999999998,0.040000000000000036,Reduce by $0.02
2026-01-03,store_2,Regular,3.13,3.13,0.17999999999999972,0.0,Hold
2026-01-03,store_2,Midgrade,3.36,3.42,0.25,-0.06000000000000005,Hold or increase by $0.01
2026-01-03,store_2,Premium,3.44,3.48,0.1200000000000001,-0.040000000000000036,Hold or increase by $0.01
2026-01-03,store_2,Diesel,3.6,3.59,0.20000000000000018,0.010000000000000231,Review price
2026-01-03,store_3,Regular,2.91,2.94,0.28000000000000025,-0.029999999999999805,Hold or increase by $0.01
2026-01-03,store_3,Midgrade,3.3,3.29,0.1599999999999997,0.009999999999999787,Review price
2026-01-03,store_3,Premium,3.56,3.53,0.20999999999999996,0.03000000000000025,Reduce by $0.02
2026-01-03,store_3,Diesel,3.16,3.2,0.25,-0.040000000000000036,Hold or increase by $0.01
2026-01-04,store_1,Regular,3.01,3.02,0.22999999999999998,-0.010000000000000231,Hold or increase by $0.01
2026-01-04,store_1,Midgrade,3.02,3.06,0.1499999999999999,-0.040000000000000036,Hold or increase by $0.01
2026-01-04,store_1,Premium,3.8,3.78,0.19999999999999973,0.020000000000000018,Review price
2026-01-04,store_1,Diesel,3.14,3.1,0.25,0.040000000000000036,Reduce by $0.02
2026-01-04,store_2,Regular,3.11,3.14,0.25,-0.03000000000000025,Hold or increase by $0.01
2026-01-04,store_2,Midgrade,3.4,3.44,0.1599999999999997,-0.040000000000000036,Hold or increase by $0.01
2026-01-04,store_2,Premium,3.45,3.46,0.22999999999999998,-0.009999999999999787,Hold or increase by $0.01
2026-01-04,store_2,Diesel,3.11,3.15,0.27,-0.040000000000000036,Hold or increase by $0.01
2026-01-04,store_3,Regular,2.73,2.69,0.18999999999999995,0.040000000000000036,Reduce by $0.02
2026-01-04,store_3,Midgrade,3.18,3.16,0.28000000000000025,0.020000000000000018,Review price
2026-01-04,store_3,Premium,3.32,3.32,0.2599999999999998,0.0,Hold
2026-01-04,store_3,Diesel,3.59,3.59,0.21999999999999975,0.0,Hold
2026-01-05,store_1,Regular,3.02,3.04,0.2799999999999998,-0.020000000000000018,Hold or increase by $0.01
2026-01-05,store_1,Midgrade,3.24,3.18,0.2200000000000002,0.06000000000000005,Reduce by $0.02
2026-01-05,store_1,Premium,3.61,3.61,0.22999999999999998,0.0,Hold
2026-01-05,store_1,Diesel,3.42,3.39,0.2799999999999998,0.029999999999999805,Review price
2026-01-05,store_2,Regular,3.05,3.06,0.19999999999999973,-0.010000000000000231,Hold or increase by $0.01
2026-01-05,store_2,Midgrade,3.41,3.37,0.30000000000000027,0.040000000000000036,Reduce by $0.02
2026-01-05,store_2,Premium,3.53,3.52,0.20999999999999996,0.009999999999999787,Review price
2026-01-05,store_2,Diesel,3.55,3.53,0.29000000000000004,0.020000000000000018,Review price
2026-01-05,store_3,Regular,2.73,2.79,0.2200000000000002,-0.06000000000000005,Hold or increase by $0.01
2026-01-05,store_3,Midgrade,3.2,3.16,0.17000000000000037,0.040000000000000036,Reduce by $0.02
2026-01-05,store_3,Premium,3.52,3.55,0.20000000000000018,-0.029999999999999805,Hold or increase by $0.01
2026-01-05,store_3,Diesel,3.15,3.21,0.1299999999999999,-0.06000000000000005,Hold or increase by $0.01
2026-01-06,store_1,Regular,2.78,2.73,0.23999999999999977,0.04999999999999982,Reduce by $0.02
2026-01-06,store_1,Midgrade,3.23,3.28,0.2599999999999998,-0.04999999999999982,Hold or increase by $0.01
2026-01-06,store_1,Premium,3.33,3.36,0.1499999999999999,-0.029999999999999805,Hold or increase by $0.01
2026-01-06,store_1,Diesel,3.36,3.39,0.20999999999999996,-0.03000000000000025,Hold or increase by $0.01
2026-01-06,store_2,Regular,2.74,2.7,0.13000000000000034,0.040000000000000036,Reduce by $0.02
2026-01-06,store_2,Midgrade,3.34,3.37,0.21999999999999975,-0.03000000000000025,Hold or increase by $0.01
2026-01-06,store_2,Premium,3.84,3.81,0.1299999999999999,0.029999999999999805,Review price
2026-01-06,store_2,Diesel,3.3,3.29,0.1299999999999999,0.009999999999999787,Review price
2026-01-06,store_3,Regular,2.86,2.83,0.2799999999999998,0.029999999999999805,Review price
2026-01-06,store_3,Midgrade,3.3,3.27,0.27,0.029999999999999805,Review price
2026-01-06,store_3,Premium,3.85,3.8,0.29000000000000004,0.050000000000000266,Reduce by $0.02
2026-01-06,store_3,Diesel,3.65,3.64,0.19999999999999973,0.009999999999999787,Review price
2026-01-07,store_1,Regular,3.1,3.07,0.16999999999999993,0.03000000000000025,Reduce by $0.02
2026-01-07,store_1,Midgrade,3.15,3.11,0.17999999999999972,0.040000000000000036,Reduce by $0.02
2026-01-07,store_1,Premium,3.79,3.79,0.1499999999999999,0.0,Hold
2026-01-07,store_1,Diesel,3.13,3.09,0.25,0.040000000000000036,Reduce by $0.02
2026-01-07,store_2,Regular,2.92,2.95,0.16999999999999993,-0.03000000000000025,Hold or increase by $0.01
2026-01-07,store_2,Midgrade,3.11,3.09,0.2599999999999998,0.020000000000000018,Review price
2026-01-07,store_2,Premium,3.44,3.47,0.14000000000000012,-0.03000000000000025,Hold or increase by $0.01
